,StepTotal,StepTotal.1,StepTotal.2,StepTotal.3,StepTotal.4,StepTotal.5,StepTotal.6,StepTotal.7,StepTotal.8,StepTotal.9,StepTotal.10,StepTotal.11,StepTotal.12,StepTotal.13,StepTotal.14,StepTotal.15,StepTotal.16,StepTotal.17,StepTotal.18,StepTotal.19,StepTotal.20,StepTotal.21,StepTotal.22,StepTotal.23,StepTotal.24,StepTotal.25,StepTotal.26,StepTotal.27,StepTotal.28,StepTotal.29,StepTotal.30
90,1323.0,15506.0,2099.0,1110.0,26510.0,809.0,530.0,4034.0,639.0,2923.0,29767.0,14913.0,3105.0,1037.0,16949.0,8090.0,15858.0,5417.0,14412.0,9136.0,16284.0,7484.0,7074.0,1888.0,7703.0,8984.0,10729.0,8965.0,7195.0,438.0,24.0
91,11337.0,6081.0,13673.0,8837.0,7871.0,7678.0,10879.0,12689.0,13143.0,12496.0,8483.0,5864.0,8635.0,13707.0,18422.0,7753.0,7408.0,7766.0,852.0,2517.0,655.0,1745.0,19099.0,2495.0,857.0,7736.0,6140.0,509.0,4168.0,9752.0,12261.0
92,3755.0,13960.0,8378.0,19272.0,4054.0,8739.0,15103.0,12331.0,7075.0,13357.0,2073.0,15394.0,10022.0,6804.0,11046.0,15581.0,1824.0,8859.0,9357.0,19897.0,12881.0,5896.0,4795.0,12115.0,3939.0,10635.0,6920.0,14052.0,10861.0,18771.0,16760.0
93,12539.0,13883.0,4627.0,6390.0,7008.0,3229.0,3230.0,1582.0,7988.0,6134.0,2419.0,11046.0,1144.0,1622.0,1197.0,526.0,3882.0,4517.0,2587.0,2884.0,3244.0,219.0,492.0,1624.0,2592.0,10810.0,272.0,0.0,14.0,0.0,6532.0
94,4603.0,7273.0,4046.0,10475.0,23843.0,24505.0,9186.0,5143.0,8013.0,1979.0,3689.0,14.0,684.0,6934.0,2719.0,2147.0,1966.0,7936.0,10513.0,7559.0,4874.0,2637.0,4818.0,6953.0,2776.0,5822.0,7178.0,5216.0,9581.0,7766.0,6580.0
95,10123.0,1869.0,9915.0,5955.0,4094.0,4193.0,1749.0,5862.0,9064.0,7124.0,2356.0,28.0,12.0,11047.0,7587.0,1019.0,9078.0,10551.0,10937.0,9095.0,1805.0,29176.0,4684.0,21642.0,5751.0,7934.0,11385.0,1778.0,4766.0,6527.0,10433.0
96,5956.0,5311.0,1556.0,5918.0,3928.0,1318.0,5473.0,8603.0,4750.0,10434.0,0.0,14087.0,15202.0,17939.0,5738.0,4860.0,2791.0,9891.0,11570.0,12026.0,53.0,11653.0,5989.0,9444.0,3761.0,14976.0,3231.0,0.0,13890.0,1745.0,8975.0
97,11950.0,13624.0,19299.0,23412.0,10676.0,3383.0,2737.0,1692.0,7544.0,1219.0,11553.0,12452.0,9380.0,2269.0,9241.0,30526.0,25973.0,11923.0,21917.0,3936.0,9807.0,9447.0,9955.0,11187.0,7292.0,9365.0,12058.0,12122.0,8974.0,22522.0,11359.0
98,10055.0,20455.0,11491.0,8526.0,13164.0,8293.0,11166.0,0.0,6955.0,10176.0,14546.0,9013.0,10031.0,8980.0,6940.0,2474.0,9711.0,6419.0,2148.0,10353.0,13815.0,3127.0,9157.0,13611.0,9869.0,2421.0,1280.0,8453.0,6624.0,7286.0,7313.0
99,9048.0,18547.0,20401.0,15028.0,30382.0,23829.0,7037.0,7952.0,4801.0,10577.0,1360.0,6830.0,8262.0,6053.0,8666.0,1718.0,8502.0,3300.0,10093.0,11186.0,13892.0,4487.0,2009.0,2506.0,8194.0,9059.0,8123.0,7416.0,7737.0,11177.0,12242.0
100,7889.0,10354.0,2540.0,9344.0,10857.0,8186.0,6404.0,10495.0,12853.0,2849.0,12215.0,4065.0,7143.0,2701.0,9280.0,12830.0,8382.0,9773.0,10074.0,2276.0,4553.0,19479.0,14295.0,7550.0,8012.0,17709.0,11018.0,7934.0,10819.0,19384.0,4300.0
101,6712.0,8164.0,10398.0,6358.0,8166.0,7470.0,8302.0,8868.0,1999.0,7229.0,7848.0,8955.0,8210.0,4847.0,2271.0,10025.0,10453.0,3418.0,9694.0,9607.0,7005.0,5377.0,4479.0,10829.0,8698.0,10019.0,1045.0,3391.0,2731.0,4963.0,14142.0
102,5739.0,8073.0,8866.0,13392.0,15964.0,6875.0,8287.0,15629.0,25209.0,9637.0,21233.0,23896.0,21769.0,12326.0,10161.0,11322.0,13935.0,5846.0,8212.0,9077.0,7702.0,20895.0,7794.0,9756.0,8114.0,4107.0,11765.0,8472.0,6528.0,7766.0,7860.0
103,10462.0,16773.0,6531.0,4018.0,16446.0,10440.0,12626.0,7919.0,22259.0,30448.0,10783.0,20871.0,10005.0,8498.0,8061.0,12019.0,4771.0,10819.0,2825.0,10103.0,9402.0,10081.0,3550.0,7171.0,1066.0,1635.0,0.0,17573.0,12705.0,2940.0,3185.0
104,6914.0,9528.0,10076.0,11509.0,6987.0,6959.0,6040.0,12974.0,2464.0,10887.0,7710.0,4187.0,7103.0,7573.0,7209.0,4196.0,9386.0,6356.0,7139.0,8763.0,10314.0,8784.0,7494.0,7628.0,7076.0,13518.0,4318.0,13996.0,3799.0,6401.0,2842.0
105,9281.0,10315.0,10128.0,5551.0,10485.0,7046.0,9909.0,14098.0,10299.0,10266.0,11638.0,2269.0,5526.0,11300.0,12929.0,6407.0,6769.0,2687.0,863.0,13100.0,9088.0,11640.0,6584.0,4105.0,16251.0,11271.0,2320.0,4570.0,10391.0,7676.0,5748.0
106,2605.0,11112.0,3691.0,8670.0,12548.0,7884.0,5718.0,6570.0,7477.0,3561.0,9637.0,689.0,8782.0,11100.0,10366.0,7072.0,2303.0,1353.0,9743.0,12201.0,9283.0,13363.0,3063.0,10501.0,16798.0,20192.0,22258.0,4242.0,10193.0,8593.0,4733.0
107,9650.0,8215.0,3685.0,1132.0,1540.0,8259.0,7755.0,24003.0,25246.0,15295.0,2093.0,9927.0,25094.0,15225.0,18389.0,17264.0,8408.0,8419.0,5013.0,2870.0,10160.0,11940.0,9756.0,11308.0,4952.0,1881.0,4626.0,3456.0,691.0,8308.0,9974.0
108,4815.0,8249.0,5052.0,1441.0,11246.0,9607.0,6581.0,2480.0,8430.0,12381.0,8678.0,1473.0,8936.0,10061.0,6361.0,6456.0,4681.0,7922.0,6470.0,9012.0,8896.0,2149.0,10525.0,10985.0,11345.0,2580.0,9038.0,7874.0,3347.0,2340.0,5085.0
109,7991.0,10862.0,7667.0,8624.0,10422.0,10574.0,3678.0,290.0,9879.0,16030.0,8018.0,6619.0,7094.0,8793.0,8251.0,10404.0,445.0,6714.0,9894.0,13369.0,10908.0,9717.0,5487.0,8465.0,7812.0,3513.0,6326.0,9415.0,8694.0,7636.0,8741.0
110,3996.0,6798.0,10691.0,7427.0,2519.0,998.0,6838.0,10034.0,9920.0,2927.0,2734.0,2306.0,9290.0,7911.0,7535.0,2299.0,13651.0,9995.0,10085.0,1576.0,9451.0,5696.0,4081.0,1656.0,2812.0,7960.0,3040.0,4385.0,8760.0,10300.0,4908.0
111,5218.0,8387.0,3462.0,10243.0,9921.0,8042.0,3208.0,1237.0,2263.0,8791.0,9149.0,7248.0,5036.0,7735.0,2534.0,7144.0,7053.0,8820.0,3582.0,9219.0,7805.0,2871.0,10195.0,1763.0,6429.0,3929.0,8874.0,3358.0,4609.0,7722.0,7234.0
112,7930.0,9923.0,7442.0,2306.0,3346.0,9217.0,9130.0,7088.0,11182.0,4198.0,5498.0,3489.0,9785.0,63.0,0.0,0.0,153.0,0.0,0.0,0.0,7790.0,6156.0,8833.0,3019.0,11576.0,4097.0,7103.0,8835.0,7465.0,9415.0,2623.0
113,145.0,10093.0,2672.0,15661.0,6730.0,10088.0,7257.0,3382.0,6161.0,8266.0,6441.0,5967.0,2163.0,2297.0,1154.0,9316.0,1349.0,5282.0,1130.0,8962.0,6041.0,542.0,2873.0,1085.0,6976.0,7955.0,12171.0,1954.0,3135.0,2492.0,6233.0
114,7537.0,10008.0,6912.0,7552.0,6789.0,4219.0,9260.0,5519.0,4465.0,8057.0,6095.0,5260.0,5613.0,8754.0,5993.0,4515.0,6534.0,4442.0,4498.0,4863.0,3256.0,3892.0,4363.0,7749.0,4469.0,4521.0,4208.0,3353.0,6925.0,6217.0,6282.0
115,3384.0,4038.0,3620.0,3942.0,6091.0,6245.0,6744.0,6563.0,5621.0,7127.0,5736.0,7279.0,10634.0,9793.0,6566.0,4058.0,3347.0,7546.0,7219.0,7805.0,5762.0,5707.0,2232.0,7071.0,7443.0,5423.0,8305.0,2978.0,2966.0,4727.0,2501.0
116,8017.0,4002.0,2379.0,0.0,8051.0,6504.0,8310.0,670.0,53.0,6957.0,0.0,7975.0,8070.0,4431.0,12865.0,0.0,5055.0,6968.0,7387.0,6078.0,0.0,0.0,2005.0,10291.0,7450.0,7000.0,7256.0,5561.0,8258.0,6831.0,6403.0
117,8430.0,0.0,5364.0,7459.0,0.0,0.0,6228.0,0.0,8546.0,7679.0,7178.0,0.0,0.0,5769.0,6409.0,8423.0,8454.0,7365.0,604.0,0.0,6477.0,6596.0,7782.0,8083.0,3231.0,0.0,21.0,6646.0,6760.0,5871.0,6508.0
118,9462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,6327.0,6888.0,7124.0,7185.0,6859.0,12380.0,3527.0,0.0,8578.0,7691.0,5938.0,7558.0,6670.0,0.0,0.0,6605.0,5981.0,6479.0,6110.0
119,6663.0,0.0,6285.0,7315.0,5957.0,6714.0,7512.0,0.0,0.0,2468.0,6319.0,7158.0,6086.0,7218.0,5723.0,0.0,0.0,6409.0,7613.0,6271.0,6531.0,11436.0,0.0,0.0,6670.0,7923.0,9173.0,8967.0,4098.0,0.0,0.0
120,8676.0,9663.0,0.0,0.0,0.0,0.0,0.0,8339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3640.0,3769.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,4033.0,0.0
121,0.0,5258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3808.0,0.0,0.0,0.0,0.0,12981.0,9172.0,9787.0,8834.0,1768.0,4583.0,8669.0,11694.0,7825.0,4142.0,8263.0,4856.0,0.0,3363.0,9347.0
122,5807.0,6752.0,8214.0,48.0,0.0,8504.0,8800.0,6783.0,44738.0,16672.0,17790.0,0.0,5774.0,8367.0,8313.0,7252.0,11023.0,0.0,626.0,0.0,5413.0,8783.0,4555.0,4589.0,4020.0,4763.0,5815.0,0.0,6790.0,6550.0,5662.0
123,13817.0,487.0,7131.0,7051.0,0.0,4029.0,5459.0,0.0,0.0,9278.0,0.0,5361.0,6359.0,7621.0,3815.0,5679.0,5755.0,6046.0,9987.0,5679.0,5618.0,0.0,0.0,7199.0,6452.0,2446.0,0.0,0.0,0.0,3672.0,0.0
124,3652.0,0.0,4834.0,3859.0,1330.0,3058.0,5504.0,0.0,5926.0,4789.0,7569.0,2616.0,0.0,7413.0,6539.0,6849.0,8174.0,6046.0,0.0,0.0,0.0,8017.0,4002.0,2379.0,0.0,8051.0,6504.0,8310.0,670.0,53.0,6957.0
125,0.0,7975.0,8070.0,4431.0,12865.0,0.0,5055.0,6968.0,7387.0,6078.0,0.0,0.0,2005.0,10291.0,7450.0,7000.0,7256.0,5561.0,8258.0,6831.0,6403.0,8430.0,0.0,5364.0,7459.0,0.0,0.0,6228.0,0.0,8546.0,7679.0
126,7178.0,0.0,0.0,5769.0,6409.0,8423.0,8454.0,7365.0,604.0,0.0,6477.0,6596.0,7782.0,8083.0,3231.0,0.0,21.0,6646.0,6760.0,5871.0,6508.0,9462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
127,0.0,0.0,6327.0,6888.0,7124.0,7185.0,6859.0,12380.0,3527.0,0.0,8578.0,7691.0,5938.0,7558.0,6670.0,0.0,0.0,6605.0,5981.0,6479.0,6110.0,6663.0,0.0,6285.0,7315.0,5957.0,6714.0,7512.0,0.0,0.0,2468.0
128,6319.0,7158.0,6086.0,7218.0,5723.0,0.0,0.0,6409.0,7613.0,6271.0,6531.0,11436.0,0.0,0.0,6670.0,7923.0,9173.0,8967.0,4098.0,0.0,0.0,8676.0,9663.0,0.0,0.0,0.0,0.0,0.0,8339.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3640.0,3769.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,4033.0,0.0,0.0,5258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,3808.0,0.0,0.0,0.0,0.0,12981.0,9172.0,9787.0,8834.0,1768.0,4583.0,8669.0,11694.0,7825.0,4142.0,8263.0,4856.0,0.0,3363.0,9347.0,5807.0,6752.0,8214.0,48.0,0.0,8504.0,8800.0,6783.0,44738.0,16672.0
131,17790.0,0.0,5774.0,8367.0,8313.0,7252.0,11023.0,0.0,626.0,0.0,5413.0,8783.0,4555.0,4589.0,4020.0,4763.0,5815.0,0.0,6790.0,6550.0,5662.0,13817.0,487.0,7131.0,7051.0,0.0,4029.0,5459.0,0.0,0.0,9278.0
132,0.0,5361.0,6359.0,7621.0,3815.0,5679.0,5755.0,6046.0,9987.0,5679.0,5618.0,0.0,0.0,7199.0,6452.0,2446.0,0.0,0.0,0.0,3672.0,0.0,3652.0,0.0,4834.0,3859.0,1330.0,3058.0,5504.0,0.0,5926.0,4789.0
