,Initial Steps,Average Steps,Last Week Steps,Week Number,DiPS
789,5824.0,6642.0,7460.0,35.0,1.0
790,5824.0,7909.5,9995.0,36.0,1.0
791,5824.0,7440.0,9056.0,37.0,1.0
792,5824.0,7808.0,9792.0,38.0,1.0
793,5824.0,7029.5,8235.0,39.0,1.0
794,5824.0,6843.0,7862.0,40.0,0.0
795,5824.0,5291.5,4759.0,41.0,1.0
796,5824.0,7474.0,9124.0,42.0,1.0
797,5824.0,6023.5,6223.0,43.0,1.0
798,7416.0,6096.5,4777.0,2.0,0.0
799,7416.0,5699.0,3982.0,3.0,0.0
800,7416.0,6414.5,5413.0,4.0,0.0
801,7416.0,6336.5,5257.0,5.0,0.0
802,7416.0,5582.0,3748.0,6.0,0.0
803,7416.0,5751.5,4087.0,7.0,0.0
804,7416.0,5961.5,4507.0,8.0,0.0
805,7416.0,5440.5,3465.0,9.0,0.0
806,7416.0,5725.5,4035.0,10.0,0.0
807,7416.0,7085.5,6755.0,11.0,0.0
808,7416.0,5026.0,2636.0,12.0,0.0
809,7416.0,6418.0,5420.0,13.0,1.0
810,7416.0,7644.5,7873.0,14.0,0.0
811,7416.0,5815.5,4215.0,15.0,0.0
812,7416.0,5971.0,4526.0,16.0,0.0
813,7416.0,6941.5,6467.0,17.0,0.0
814,7416.0,6709.0,6002.0,18.0,0.0
815,7416.0,6050.0,4684.0,19.0,0.0
816,7416.0,6375.5,5335.0,20.0,0.0
817,7416.0,5897.5,4379.0,21.0,0.0
818,7416.0,6682.5,5949.0,22.0,0.0
819,7416.0,6219.0,5022.0,23.0,0.0
820,7416.0,5997.0,4578.0,24.0,0.0
821,7416.0,6083.0,4750.0,25.0,0.0
822,7416.0,6206.0,4996.0,26.0,0.0
823,7416.0,5297.5,3179.0,27.0,0.0
824,7416.0,6523.0,5630.0,28.0,0.0
825,7416.0,5555.0,3694.0,29.0,0.0
826,7416.0,6198.0,4980.0,30.0,0.0
827,7416.0,6891.5,6367.0,31.0,0.0
828,7416.0,6495.5,5575.0,32.0,0.0
829,7416.0,5689.5,3963.0,33.0,0.0
830,7416.0,5968.5,4521.0,34.0,0.0
831,7416.0,7112.5,6809.0,35.0,0.0
832,7416.0,5789.5,4163.0,36.0,0.0
833,7416.0,7117.5,6819.0,37.0,0.0
834,7416.0,6209.5,5003.0,38.0,0.0
835,7416.0,5278.0,3140.0,39.0,0.0
836,7416.0,6549.0,5682.0,40.0,0.0
837,7416.0,6479.0,5542.0,41.0,0.0
838,7416.0,6483.0,5550.0,42.0,0.0
839,7416.0,6346.5,5277.0,43.0,0.0
840,3717.0,3289.5,2862.0,2.0,0.0
841,3717.0,2904.5,2092.0,3.0,0.0
842,3717.0,2327.5,938.0,4.0,1.0
843,3717.0,4144.5,4572.0,5.0,1.0
844,3717.0,4826.5,5936.0,6.0,1.0
845,3717.0,4919.0,6121.0,7.0,1.0
846,3717.0,4099.5,4482.0,8.0,1.0
847,3717.0,5115.0,6513.0,9.0,1.0
848,3717.0,4896.5,6076.0,10.0,1.0
849,3717.0,4322.0,4927.0,11.0,1.0
850,3717.0,5014.0,6311.0,12.0,1.0
851,3717.0,4804.0,5891.0,13.0,1.0
852,3717.0,3836.0,3955.0,14.0,1.0
853,3717.0,4792.5,5868.0,15.0,1.0
854,3717.0,4577.5,5438.0,16.0,1.0
855,3717.0,4298.5,4880.0,17.0,1.0
856,3717.0,5745.0,7773.0,18.0,1.0
857,3717.0,4935.0,6153.0,19.0,1.0
858,3717.0,4374.5,5032.0,20.0,1.0
859,3717.0,4942.5,6168.0,21.0,1.0
860,3717.0,4344.0,4971.0,22.0,1.0
861,3717.0,4927.5,6138.0,23.0,1.0
862,3717.0,4578.5,5440.0,24.0,1.0
863,3717.0,4865.5,6014.0,25.0,1.0
864,3717.0,4870.0,6023.0,26.0,1.0
865,3717.0,4519.5,5322.0,27.0,1.0
866,3717.0,5065.0,6413.0,28.0,1.0
867,3717.0,3918.5,4120.0,29.0,0.0
868,3717.0,2937.5,2158.0,30.0,1.0
869,3717.0,4372.0,5027.0,31.0,1.0
870,3717.0,3730.0,3743.0,32.0,1.0
871,3717.0,4739.5,5762.0,33.0,1.0
872,3717.0,5382.5,7048.0,34.0,1.0
873,3717.0,4431.0,5145.0,35.0,1.0
874,3717.0,5033.5,6350.0,36.0,1.0
875,3717.0,5063.5,6410.0,37.0,1.0
876,3717.0,3987.0,4257.0,38.0,1.0
877,3717.0,4879.5,6042.0,39.0,1.0
878,3717.0,5321.5,6926.0,40.0,1.0
879,3717.0,4979.0,6241.0,41.0,1.0
880,3717.0,4352.5,4988.0,42.0,1.0
881,3717.0,4572.5,5428.0,43.0,1.0
882,8247.0,10232.5,12218.0,2.0,1.0
883,8247.0,9489.5,10732.0,3.0,1.0
884,8247.0,8545.5,8844.0,4.0,1.0
885,8247.0,9692.0,11137.0,5.0,1.0
886,8247.0,10096.5,11946.0,6.0,1.0
887,8247.0,9600.0,10953.0,7.0,1.0
888,8247.0,9466.5,10686.0,8.0,1.0
889,8247.0,8451.0,8655.0,9.0,1.0
890,8247.0,9740.5,11234.0,10.0,1.0
891,8247.0,9527.5,10808.0,11.0,1.0
892,8247.0,10415.0,12583.0,12.0,1.0
893,8247.0,10619.0,12991.0,13.0,1.0
894,8247.0,8586.0,8925.0,14.0,1.0
895,8247.0,9890.5,11534.0,15.0,1.0
896,8247.0,9222.5,10198.0,16.0,1.0
897,8247.0,11316.0,14385.0,17.0,1.0
898,8247.0,8452.5,8658.0,18.0,1.0
899,8247.0,10158.5,12070.0,19.0,1.0
900,8247.0,11611.5,14976.0,20.0,1.0
901,8247.0,10983.0,13719.0,21.0,0.0
902,8247.0,7525.0,6803.0,22.0,1.0
903,8247.0,10141.5,12036.0,23.0,1.0
904,8247.0,10091.0,11935.0,24.0,1.0
905,8247.0,12389.0,16531.0,25.0,1.0
906,8247.0,9947.5,11648.0,26.0,1.0
907,8247.0,10043.5,11840.0,27.0,1.0
908,8247.0,11087.5,13928.0,28.0,0.0
909,8247.0,7164.0,6081.0,29.0,1.0
910,8247.0,9364.0,10481.0,30.0,1.0
911,8247.0,11094.5,13942.0,31.0,1.0
912,8247.0,9578.0,10909.0,32.0,1.0
913,8247.0,9326.5,10406.0,33.0,1.0
914,8247.0,9892.0,11537.0,34.0,1.0
915,8247.0,9193.0,10139.0,35.0,1.0
916,8247.0,8500.0,8753.0,36.0,1.0
917,8247.0,8889.5,9532.0,37.0,0.0
918,8247.0,7849.0,7451.0,38.0,1.0
919,8247.0,8356.5,8466.0,39.0,1.0
920,8247.0,9077.5,9908.0,40.0,1.0
921,8247.0,9655.0,11063.0,41.0,1.0
922,8247.0,9672.5,11098.0,42.0,1.0
923,8247.0,10281.0,12315.0,43.0,1.0
924,10141.0,11942.5,13744.0,2.0,1.0
925,10141.0,10831.0,11521.0,3.0,1.0
926,10141.0,10393.0,10645.0,4.0,0.0
927,10141.0,8234.0,6327.0,5.0,0.0
928,10141.0,8186.5,6232.0,6.0,1.0
929,10141.0,10794.0,11447.0,7.0,1.0
930,10141.0,10582.0,11023.0,8.0,0.0
931,10141.0,9009.5,7878.0,9.0,0.0
932,10141.0,9970.5,9800.0,10.0,1.0
933,10141.0,10397.0,10653.0,11.0,0.0
934,10141.0,9225.0,8309.0,12.0,1.0
935,10141.0,12588.0,15035.0,13.0,1.0
936,10141.0,10734.0,11327.0,14.0,0.0
937,10141.0,8834.5,7528.0,15.0,0.0
938,10141.0,9522.0,8903.0,16.0,0.0
939,10141.0,9953.5,9766.0,17.0,0.0
940,10141.0,8945.5,7750.0,18.0,1.0
941,10141.0,10265.0,10389.0,19.0,1.0
942,10141.0,11728.0,13315.0,20.0,0.0
943,10141.0,8787.0,7433.0,21.0,0.0
944,10141.0,9685.0,9229.0,22.0,1.0
945,10141.0,10352.0,10563.0,23.0,0.0
946,10141.0,8593.5,7046.0,24.0,1.0
947,10141.0,10744.0,11347.0,25.0,1.0
948,10141.0,11300.0,12459.0,26.0,1.0
949,10141.0,10528.0,10915.0,27.0,1.0
950,10141.0,10509.5,10878.0,28.0,1.0
951,10141.0,11024.5,11908.0,29.0,1.0
952,10141.0,10341.5,10542.0,30.0,0.0
953,10141.0,9093.0,8045.0,31.0,1.0
954,10141.0,10445.0,10749.0,32.0,0.0
955,10141.0,9059.0,7977.0,33.0,0.0
956,10141.0,9830.0,9519.0,34.0,1.0
957,10141.0,11162.0,12183.0,35.0,1.0
958,10141.0,10483.0,10825.0,36.0,1.0
959,10141.0,11219.5,12298.0,37.0,0.0
960,10141.0,8976.5,7812.0,38.0,1.0
961,10141.0,10835.0,11529.0,39.0,0.0
962,10141.0,9095.0,8049.0,40.0,0.0
963,10141.0,9573.0,9005.0,41.0,0.0
964,10141.0,9561.5,8982.0,42.0,1.0
965,10141.0,11575.0,13009.0,43.0,1.0
966,6385.0,7528.0,8671.0,2.0,1.0
967,6385.0,9074.0,11763.0,3.0,1.0
968,6385.0,7886.0,9387.0,4.0,0.0
969,6385.0,6318.0,6251.0,5.0,1.0
970,6385.0,8001.5,9618.0,6.0,0.0
971,6385.0,5986.5,5588.0,7.0,1.0
972,6385.0,6757.5,7130.0,8.0,1.0
973,6385.0,7386.0,8387.0,9.0,0.0
974,6385.0,6190.5,5996.0,10.0,1.0
975,6385.0,6962.0,7539.0,11.0,1.0
976,6385.0,7058.5,7732.0,12.0,1.0
977,6385.0,6520.0,6655.0,13.0,0.0
978,6385.0,6220.5,6056.0,14.0,1.0
979,6385.0,6667.5,6950.0,15.0,1.0
980,6385.0,7369.5,8354.0,16.0,0.0
981,6385.0,6006.5,5628.0,17.0,1.0
982,6385.0,6923.0,7461.0,18.0,1.0
983,6385.0,7370.0,8355.0,19.0,1.0
984,6385.0,6487.5,6590.0,20.0,1.0
985,6385.0,8050.5,9716.0,21.0,1.0
986,6385.0,7390.5,8396.0,22.0,1.0
987,6385.0,6575.5,6766.0,23.0,1.0
988,6385.0,6967.5,7550.0,24.0,0.0
989,6385.0,6383.5,6382.0,25.0,1.0
990,6385.0,7991.0,9597.0,26.0,1.0
991,6385.0,6403.5,6422.0,27.0,0.0
992,6385.0,5859.0,5333.0,28.0,1.0
993,6385.0,6803.0,7221.0,29.0,1.0
994,6385.0,6616.5,6848.0,30.0,1.0
995,6385.0,7395.5,8406.0,31.0,1.0
996,6385.0,8150.0,9915.0,32.0,0.0
997,6385.0,6203.0,6021.0,33.0,0.0
998,6385.0,6069.5,5754.0,34.0,1.0
999,6385.0,7415.5,8446.0,35.0,1.0
1000,6385.0,6406.0,6427.0,36.0,1.0
1001,6385.0,6589.0,6793.0,37.0,0.0
1002,6385.0,5833.5,5282.0,38.0,1.0
1003,6385.0,7826.5,9268.0,39.0,0.0
1004,6385.0,6119.5,5854.0,40.0,1.0
1005,6385.0,7100.0,7815.0,41.0,1.0
1006,6385.0,7261.5,8138.0,42.0,1.0
1007,6385.0,6799.0,7213.0,43.0,0.0
1008,17967.0,17802.0,17637.0,2.0,0.0
1009,17967.0,14410.5,10854.0,3.0,0.0
1010,17967.0,14568.0,11169.0,4.0,0.0
1011,17967.0,15601.5,13236.0,5.0,0.0
1012,17967.0,13734.0,9501.0,6.0,0.0
1013,17967.0,14567.0,11167.0,7.0,0.0
1014,17967.0,16224.0,14481.0,8.0,0.0
1015,17967.0,15612.5,13258.0,9.0,0.0
1016,17967.0,13826.5,9686.0,10.0,0.0
1017,17967.0,14266.0,10565.0,11.0,0.0
1018,17967.0,15629.0,13291.0,12.0,0.0
1019,17967.0,16677.5,15388.0,13.0,0.0
1020,17967.0,16076.0,14185.0,14.0,0.0
1021,17967.0,13219.5,8472.0,15.0,0.0
1022,17967.0,15395.5,12824.0,16.0,0.0
1023,17967.0,14248.5,10530.0,17.0,0.0
1024,17967.0,13914.5,9862.0,18.0,0.0
1025,17967.0,12983.5,8000.0,19.0,0.0
1026,17967.0,14385.5,10804.0,20.0,0.0
1027,17967.0,14886.0,11805.0,21.0,0.0
1028,17967.0,15289.0,12611.0,22.0,0.0
1029,17967.0,16087.5,14208.0,23.0,0.0
1030,17967.0,15732.5,13498.0,24.0,0.0
1031,17967.0,15901.5,13836.0,25.0,0.0
1032,17967.0,14272.5,10578.0,26.0,0.0
1033,17967.0,13890.5,9814.0,27.0,0.0
1034,17967.0,13946.5,9926.0,28.0,0.0
1035,17967.0,14320.5,10674.0,29.0,0.0
1036,17967.0,16784.0,15601.0,30.0,0.0
1037,17967.0,16172.5,14378.0,31.0,0.0
1038,17967.0,13686.0,9405.0,32.0,0.0
1039,17967.0,14940.0,11913.0,33.0,0.0
1040,17967.0,14835.5,11704.0,34.0,0.0
1041,17967.0,14760.5,11554.0,35.0,0.0
1042,17967.0,15356.5,12746.0,36.0,0.0
1043,17967.0,15316.0,12665.0,37.0,0.0
1044,17967.0,14801.0,11635.0,38.0,0.0
1045,17967.0,14118.0,10269.0,39.0,0.0
1046,17967.0,13734.5,9502.0,40.0,0.0
1047,17967.0,12444.5,6922.0,41.0,0.0
1048,17967.0,14933.0,11899.0,42.0,0.0
1049,17967.0,14139.0,10311.0,43.0,0.0
1050,10680.0,10455.5,10231.0,2.0,0.0
1051,10680.0,9347.5,8015.0,3.0,0.0
1052,10680.0,9051.5,7423.0,4.0,0.0
1053,10680.0,9107.0,7534.0,5.0,1.0
1054,10680.0,11133.0,11586.0,6.0,0.0
1055,10680.0,10191.5,9703.0,7.0,0.0
1056,10680.0,9758.5,8837.0,8.0,1.0
1057,10680.0,10783.0,10886.0,9.0,0.0
1058,10680.0,9614.5,8549.0,10.0,0.0
1059,10680.0,10298.0,9916.0,11.0,0.0
1060,10680.0,9824.5,8969.0,12.0,0.0
1061,10680.0,9804.0,8928.0,13.0,0.0
1062,10680.0,9053.0,7426.0,14.0,0.0
1063,10680.0,10424.5,10169.0,15.0,0.0
1064,10680.0,8689.0,6698.0,16.0,0.0
1065,10680.0,9349.5,8019.0,17.0,0.0
1066,10680.0,10388.0,10096.0,18.0,1.0
1067,10680.0,11265.5,11851.0,19.0,1.0
1068,10680.0,10715.0,10750.0,20.0,0.0
1069,10680.0,9392.5,8105.0,21.0,1.0
1070,10680.0,10752.0,10824.0,22.0,0.0
1071,10680.0,9957.0,9234.0,23.0,0.0
1072,10680.0,9333.5,7987.0,24.0,0.0
1073,10680.0,10588.5,10497.0,25.0,0.0
1074,10680.0,10406.5,10133.0,26.0,0.0
1075,10680.0,10438.5,10197.0,27.0,0.0
1076,10680.0,9934.5,9189.0,28.0,0.0
1077,10680.0,8313.5,5947.0,29.0,0.0
1078,10680.0,10224.5,9769.0,30.0,1.0
1079,10680.0,10856.5,11033.0,31.0,1.0
1080,10680.0,11065.0,11450.0,32.0,0.0
1081,10680.0,9856.0,9032.0,33.0,0.0
1082,10680.0,9182.0,7684.0,34.0,1.0
1083,10680.0,11250.5,11821.0,35.0,0.0
1084,10680.0,8984.5,7289.0,36.0,0.0
1085,10680.0,10663.0,10646.0,37.0,0.0
1086,10680.0,9401.0,8122.0,38.0,1.0
1087,10680.0,10988.0,11296.0,39.0,0.0
1088,10680.0,9684.5,8689.0,40.0,0.0
1089,10680.0,10560.0,10440.0,41.0,0.0
1090,10680.0,9550.0,8420.0,42.0,0.0
1091,10680.0,9769.0,8858.0,43.0,0.0
1092,4191.0,5696.0,7201.0,2.0,1.0
1093,4191.0,6892.0,9593.0,3.0,1.0
1094,4191.0,5741.0,7291.0,4.0,1.0
1095,4191.0,6288.5,8386.0,5.0,1.0
1096,4191.0,4687.0,5183.0,6.0,1.0
1097,4191.0,4483.0,4775.0,7.0,1.0
1098,4191.0,5059.5,5928.0,8.0,1.0
1099,4191.0,5756.5,7322.0,9.0,1.0
1100,4191.0,6040.5,7890.0,10.0,1.0
1101,4191.0,6097.0,8003.0,11.0,1.0
1102,4191.0,6127.0,8063.0,12.0,1.0
1103,4191.0,5782.5,7374.0,13.0,1.0
1104,4191.0,5928.0,7665.0,14.0,1.0
1105,4191.0,6313.0,8435.0,15.0,1.0
1106,4191.0,4907.5,5624.0,16.0,1.0
1107,4191.0,5667.0,7143.0,17.0,1.0
1108,4191.0,5529.5,6868.0,18.0,0.0
1109,4191.0,3921.0,3651.0,19.0,1.0
1110,4191.0,6652.0,9113.0,20.0,1.0
1111,4191.0,6599.0,9007.0,21.0,1.0
1112,4191.0,6588.0,8985.0,22.0,1.0
1113,4191.0,4957.5,5724.0,23.0,1.0
1114,4191.0,7220.5,10250.0,24.0,1.0
1115,4191.0,4622.5,5054.0,25.0,1.0
1116,4191.0,5460.0,6729.0,26.0,1.0
1117,4191.0,5434.0,6677.0,27.0,1.0
1118,4191.0,6922.5,9654.0,28.0,1.0
1119,4191.0,6321.5,8452.0,29.0,1.0
1120,4191.0,4902.0,5613.0,30.0,1.0
1121,4191.0,5087.5,5984.0,31.0,1.0
1122,4191.0,6196.0,8201.0,32.0,1.0
1123,4191.0,7191.0,10191.0,33.0,1.0
1124,4191.0,5178.0,6165.0,34.0,1.0
1125,4191.0,5770.5,7350.0,35.0,1.0
1126,4191.0,6339.5,8488.0,36.0,1.0
1127,4191.0,7467.5,10744.0,37.0,1.0
1128,4191.0,6306.5,8422.0,38.0,1.0
1129,4191.0,5519.0,6847.0,39.0,1.0
1130,4191.0,7626.0,11061.0,40.0,1.0
1131,4191.0,5384.5,6578.0,41.0,1.0
1132,4191.0,5110.5,6030.0,42.0,1.0
1133,4191.0,5811.5,7432.0,43.0,1.0
1134,1118.0,1487.5,1857.0,2.0,1.0
1135,1118.0,2443.5,3769.0,3.0,1.0
1136,1118.0,1156.5,1195.0,4.0,1.0
1137,1118.0,1524.5,1931.0,5.0,1.0
1138,1118.0,2634.5,4151.0,6.0,1.0
1139,1118.0,3609.5,6101.0,7.0,1.0
1140,1118.0,3683.0,6248.0,8.0,1.0
1141,1118.0,2799.5,4481.0,9.0,1.0
1142,1118.0,2422.0,3726.0,10.0,1.0
1143,1118.0,3134.0,5150.0,11.0,1.0
1144,1118.0,2240.0,3362.0,12.0,1.0
1145,1118.0,2760.0,4402.0,13.0,1.0
1146,1118.0,3044.5,4971.0,14.0,1.0
1147,1118.0,2952.0,4786.0,15.0,1.0
1148,1118.0,2127.0,3136.0,16.0,1.0
1149,1118.0,1931.0,2744.0,17.0,1.0
1150,1118.0,2717.0,4316.0,18.0,1.0
1151,1118.0,2343.5,3569.0,19.0,1.0
1152,1118.0,2515.5,3913.0,20.0,1.0
1153,1118.0,2032.0,2946.0,21.0,1.0
1154,1118.0,2943.5,4769.0,22.0,1.0
1155,1118.0,2923.0,4728.0,23.0,1.0
1156,1118.0,2373.5,3629.0,24.0,1.0
1157,1118.0,2930.5,4743.0,25.0,1.0
1158,1118.0,2707.5,4297.0,26.0,1.0
1159,1118.0,3061.0,5004.0,27.0,1.0
1160,1118.0,2954.5,4791.0,28.0,1.0
1161,1118.0,2617.0,4116.0,29.0,1.0
1162,1118.0,2481.0,3844.0,30.0,1.0
1163,1118.0,2951.5,4785.0,31.0,1.0
1164,1118.0,2387.5,3657.0,32.0,1.0
1165,1118.0,2777.0,4436.0,33.0,1.0
1166,1118.0,2443.0,3768.0,34.0,1.0
1167,1118.0,2490.0,3862.0,35.0,1.0
1168,1118.0,3329.5,5541.0,36.0,1.0
1169,1118.0,2638.5,4159.0,37.0,1.0
1170,1118.0,2233.5,3349.0,38.0,1.0
1171,1118.0,2403.5,3689.0,39.0,1.0
1172,1118.0,2665.5,4213.0,40.0,1.0
1173,1118.0,2601.0,4084.0,41.0,1.0
1174,1118.0,2623.0,4128.0,42.0,1.0
1175,1118.0,1964.5,2811.0,43.0,1.0
1176,18420.0,17583.0,16746.0,2.0,0.0
1177,18420.0,16978.5,15537.0,3.0,0.0
1178,18420.0,16286.0,14152.0,4.0,0.0
1179,18420.0,16222.0,14024.0,5.0,0.0
1180,18420.0,17144.5,15869.0,6.0,0.0
1181,18420.0,17662.0,16904.0,7.0,1.0
1182,18420.0,19617.0,20814.0,8.0,1.0
1183,18420.0,19655.0,20890.0,9.0,0.0
1184,18420.0,16651.5,14883.0,10.0,0.0
1185,18420.0,15434.5,12449.0,11.0,0.0
1186,18420.0,18051.5,17683.0,12.0,0.0
1187,18420.0,18101.5,17783.0,13.0,0.0
1188,18420.0,16764.5,15109.0,14.0,0.0
1189,18420.0,15428.5,12437.0,15.0,1.0
1190,18420.0,18449.0,18478.0,16.0,0.0
1191,18420.0,18246.5,18073.0,17.0,1.0
1192,18420.0,19911.0,21402.0,18.0,1.0
1193,18420.0,20784.5,23149.0,19.0,0.0
1194,18420.0,18086.0,17752.0,20.0,1.0
1195,18420.0,19021.5,19623.0,21.0,0.0
1196,18420.0,16919.0,15418.0,22.0,1.0
1197,18420.0,18597.5,18775.0,23.0,0.0
1198,18420.0,16634.0,14848.0,24.0,0.0
1199,18420.0,18355.0,18290.0,25.0,0.0
1200,18420.0,17897.0,17374.0,26.0,0.0
1201,18420.0,15880.5,13341.0,27.0,0.0
1202,18420.0,16568.0,14716.0,28.0,0.0
1203,18420.0,16436.0,14452.0,29.0,1.0
1204,18420.0,18831.0,19242.0,30.0,0.0
1205,18420.0,16836.5,15253.0,31.0,0.0
1206,18420.0,17836.0,17252.0,32.0,1.0
1207,18420.0,18561.5,18703.0,33.0,0.0
1208,18420.0,17657.5,16895.0,34.0,1.0
1209,18420.0,20154.0,21888.0,35.0,1.0
1210,18420.0,20232.0,22044.0,36.0,0.0
1211,18420.0,17525.0,16630.0,37.0,0.0
1212,18420.0,16726.5,15033.0,38.0,0.0
1213,18420.0,17864.5,17309.0,39.0,1.0
1214,18420.0,18999.5,19579.0,40.0,0.0
1215,18420.0,18361.5,18303.0,41.0,1.0
1216,18420.0,18975.0,19530.0,42.0,1.0
1217,18420.0,18529.0,18638.0,43.0,0.0
